"","sample","site","time","date","wellID","pH","notes","type","watertable","Ca","Mg","Na","K","T.hyphen.Al","Si","Mn.hyphen.MP","Mn","Fe.hyphen.MP","Fe","Zn.hyphen.MP","Rb.hyphen.MP","Sr.hyphen.MP","Ba.hyphen.MP","Pb.hyphen.MP","F","Cl","NO3","SO4","DOC","TDN","NH4","M.hyphen.Al","O.hyphen.Al","conductivity","PO4","Sr","Zn"
"1082","DG-066","42_4d2","13:22",2019-07-02,"42_4_d2",5.8,NA,"G3",-99.9,1.29,0.15,0.93,0.48,0.01,7.25,NA,0.02,NA,0,NA,NA,NA,-100,NA,0.04,0.41,0.49,3.81,0.32,0.15,0.003,NA,NA,16.51,0.001,0.016,0.002
"1083","DG-067","52_4d1","11:46",2019-07-02,"52_4_d1",6.79,NA,"G4",-99.9,6.08,2.14,4.22,1.19,0.07,11.88,NA,0.11,NA,0.06,NA,NA,NA,-100,NA,0.13,0.57,0.91,4.6,1.22,0.24,0.006,NA,NA,66.9,0.002,0.041,0.009
"1084","DG-068","52_4d2","11:02",2019-07-02,"52_4_d2",6.56,NA,"G3",-99.9,5.02,1.86,2.05,0.7,0,14.22,NA,0,NA,0,NA,NA,NA,-100,NA,0.08,0.44,0.67,4.79,0.41,0.17,0.006,NA,NA,50.8,0.013,0.035,0.011
"1085","DG-069","52_d2","10:25",2019-07-02,"52_d2",4.92,NA,"G2",-99.9,0.33,0.11,0.66,0.2,0.67,4.5,NA,0.01,NA,0.03,NA,NA,NA,-100,NA,0.03,0.44,0.25,2.53,5.38,0.21,0.004,NA,NA,13.01,0.001,0.004,0.009
"1086","DG-070","K1d","14:09",2019-07-02,"K1d",5.91,NA,"G5",-99.9,1.43,0.29,1.12,0.22,0.02,7.48,NA,0.01,NA,0,NA,NA,NA,-100,NA,0.04,0.39,0.2,2.94,0.6,0.08,0.006,NA,NA,17.23,0.001,0.008,0.016
"1087","DG-071","V2","12:51",2019-07-02,"V2",5.02,NA,"G2",-99.9,0.12,0.04,0.43,0.13,0.23,2.87,NA,0.04,NA,0,NA,NA,NA,-100,NA,0.02,0.35,0.52,2.22,1.44,0.18,0.008,NA,NA,10.39,0,0.001,0.027
"1088","DG-072","42_4d1","13:08",2019-07-08,"42_4_d1",6.34,NA,"G3",-99.9,2.95,0.59,1.73,0.75,0.03,12.2,NA,0.03,NA,0.02,NA,NA,NA,-100,NA,0.13,1,0.9,5.65,1.2,0.46,0.03,NA,NA,36.5,0.003,0.016,0.025
"1089","DG-073","42_4d2","12:54",2019-07-08,"42_4_d2",5.82,NA,"G3",-99.9,1.15,0.14,0.97,0.48,0.01,7.59,NA,0.02,NA,0,NA,NA,NA,-100,NA,0.06,0.53,0.57,3.95,0.65,0.19,0.015,NA,NA,17.49,0.002,0.015,0.02
"1090","DG-074","52_4d1","11:13",2019-07-08,"52_4_d1",6.97,NA,"G4",-99.9,4.09,1.52,5.15,1,0.03,10.8,NA,0.16,NA,0.01,NA,NA,NA,-100,NA,0.2,0.55,0.8,5.34,2.01,0.24,0.015,NA,NA,67.4,0.004,0.029,0.002
"1091","DG-075","52_4d2","11:13",2019-07-08,"52_4_d2",6.73,NA,"G3",-99.9,4.71,1.79,1.92,0.63,0.02,15.09,NA,0,NA,0.01,NA,NA,NA,-100,NA,0.08,0.44,0.63,4.94,0.25,0.16,0.003,NA,NA,54.1,0.013,0.033,0.004
"1092","DG-076","52_d2","10:57",2019-07-08,"52_d2",5.06,NA,"G2",-99.9,0.45,0.14,0.69,0.29,0.39,4.87,NA,0.02,NA,0.04,NA,NA,NA,-100,NA,0.04,0.49,0.28,2.73,4.6,0.22,0.007,NA,NA,13.55,0.001,0.006,0.009
"1093","DG-077","K1d","14:40",2019-07-08,"K1d",5.94,NA,"G5",-99.9,1.35,0.28,1.13,0.25,0.03,7.7,NA,0.01,NA,0.01,NA,NA,NA,-100,NA,0.05,0.48,0.21,2.97,0.57,0.1,0.007,NA,NA,17.85,0.001,0.008,0.013
"1094","DG-078","42_4d1","14:57",2019-07-12,"42_4_d1",6.49,NA,"G3",-99.9,4.36,0.63,1.7,0.75,0.01,13.07,NA,0.03,NA,0.01,NA,NA,NA,-100,NA,0.08,1.04,0.87,5.58,1.04,0.47,0.107,NA,NA,42,0.006,0.017,0.007
"1095","DG-079","42_4d2","14:49",2019-07-12,"42_4_d2",5.94,NA,"G3",-99.9,1.37,0.17,1.06,0.54,0.04,7.93,NA,0.02,NA,0.03,NA,NA,NA,-100,NA,0.05,0.74,0.51,3.93,0.83,0.26,0.046,NA,NA,18.41,0.002,0.016,0.027
"1096","DG-080","52_4d1","11:57",2019-07-12,"52_4_d1",6.67,NA,"G4",-99.9,3.27,1.18,3.84,0.74,0.03,11.02,NA,0.14,NA,0.02,NA,NA,NA,-100,NA,0.13,0.6,0.77,4.37,1.33,0.23,0.011,NA,NA,50.5,0.007,0.024,0.001
"1097","DG-081","52_4d2","11:23",2019-07-12,"52_4_d2",6.58,NA,"G3",-99.9,4.65,1.62,1.69,0.66,0.04,13.02,NA,0.01,NA,0.03,NA,NA,NA,-100,NA,0.07,0.51,0.45,4.22,0.44,0.15,0.008,NA,NA,50.4,0.011,0.031,0.003
"1098","DG-082","52_d2","10:24",2019-07-12,"52_d2",4.95,NA,"G2",-99.9,0.53,0.18,0.74,0.27,0.47,5.26,NA,0.07,NA,0.02,NA,NA,NA,-100,NA,0.04,0.53,0.38,3.78,5.06,0.29,0.033,NA,NA,16.72,0.001,0.006,0.015
"1099","DG-083","K1d","15:37",2019-07-12,"K1d",5.9,NA,"G5",-99.9,1.35,0.28,1.12,0.24,0.01,8.03,NA,0.01,NA,0,NA,NA,NA,-100,NA,0.04,0.51,0.27,2.95,0.87,0.14,0.026,NA,NA,18.43,0.001,0.008,0.061
"1100","DG-084","V2","14:21",2019-07-12,"V2",5.11,NA,"G2",-99.9,0.22,0.07,0.54,0.2,0.25,3,NA,0.17,NA,0.01,NA,NA,NA,-100,NA,0.02,0.47,0.55,1.76,2.25,0.3,0.018,NA,NA,10.83,0.001,0.001,0.03
"1101","DG-085","42_4d1","12:50",2019-07-16,"42_4_d1",6.41,NA,"G3",-99.9,4.63,0.63,1.44,0.59,0.04,12.89,NA,0.01,NA,0.03,NA,NA,NA,-100,NA,0.05,0.63,0.87,5.28,0.4,0.28,0.022,NA,NA,41,0.005,0.017,0.018
"1102","DG-086","42_4d2","12:53",2019-07-16,"42_4_d2",5.75,NA,"G3",-99.9,1.29,0.15,1,0.48,0.01,7.81,NA,0.02,NA,0,NA,NA,NA,-100,NA,0.05,0.54,0.47,3.87,0.42,0.13,0.006,NA,NA,16.41,0.002,0.016,0.05
"1103","DG-087","52_4d1","10:57",2019-07-16,"52_4_d1",6.75,NA,"G4",-99.9,5.33,1.88,3.9,1,0.26,12.9,NA,0.09,NA,0.16,NA,NA,NA,-100,NA,0.11,0.64,0.89,4.73,1.16,0.27,0.008,NA,NA,59.4,0.007,0.039,0.014
"1104","DG-088","52_4d2","10:28",2019-07-16,"52_4_d2",6.59,NA,"G3",-99.9,4.52,1.66,1.9,0.61,0.01,14.79,NA,0,NA,0.01,NA,NA,NA,-100,NA,0.08,0.56,0.6,4.67,0.31,0.15,0.008,NA,NA,48.9,0.016,0.032,0.003
"1105","DG-089","52_d2","9:53",2019-07-26,"52_d2",4.83,NA,"G2",-99.9,0.54,0.16,0.68,0.33,0.72,5.27,NA,0.1,NA,0.03,NA,NA,NA,-100,NA,0.03,0.44,0.4,4.47,4.63,0.2,0.009,NA,NA,17.96,0.001,0.006,0.018
"1106","DG-090","K1d","13:56",2019-07-16,"K1d",5.85,NA,"G5",-99.9,1.32,0.27,1.07,0.22,0.01,7.88,NA,0.02,NA,0.01,NA,NA,NA,-100,NA,0.04,0.44,0.16,2.82,0.54,0.08,0.006,NA,NA,17.5,0.001,0.008,0.078
"1107","DG-091","V2","13:02",2019-07-16,"V2",5.09,NA,"G2",-99.9,0.14,0.04,0.47,0.14,0.23,3.18,NA,0.07,NA,0.01,NA,NA,NA,-100,NA,0.01,0.36,0.6,1.95,1.59,0.18,0.008,NA,NA,9.41,0.001,0.001,0.044
"1108","DG-092","42_4d1","13:45",2019-07-23,"42_4_d1",6.28,NA,"G3",-99.9,4.61,0.64,1.44,0.55,0.02,13.02,NA,0.01,NA,0.02,NA,NA,NA,-100,NA,0.05,0.56,0.88,5.13,0.37,0.25,0.034,NA,NA,40.8,0.009,0.018,0.004
"1109","DG-093","42_4d2","13:27",2019-07-23,"42_4_d2",5.74,NA,"G3",-99.9,1.22,0.15,1.03,0.56,0.01,8.01,NA,0.03,NA,0.01,NA,NA,NA,-100,NA,0.04,0.76,0.51,4.01,0.65,0.28,0.028,NA,NA,18.33,0.002,0.016,0.004
"1110","DG-094","52_4d1","12:32",2019-07-23,"52_4_d1",6.44,NA,"G4",-99.9,3.75,1.41,2.7,0.78,0.22,11.85,NA,0.05,NA,0.16,NA,NA,NA,-100,NA,0.1,0.66,0.76,4.09,1.05,0.23,0.013,NA,NA,46.9,0.006,0.029,0.003
"1111","DG-095","52_4d2","12:18",2019-07-23,"52_4_d2",6.53,NA,"G3",-99.9,4.66,1.69,1.94,0.65,0.02,14.99,NA,0,NA,0.02,NA,NA,NA,-100,NA,0.07,0.56,0.54,4.59,0.29,0.13,0.004,NA,NA,49.1,0.018,0.031,0.002
"1112","DG-096","52_d2","9:23",2019-07-23,"52_d2",4.95,NA,"G2",-99.9,0.48,0.15,0.74,0.36,0.41,5.34,NA,0.03,NA,0.04,NA,NA,NA,-100,NA,0.04,0.5,0.64,3.34,4,0.25,0.01,NA,NA,15.23,0.002,0.007,0.013
"1113","DG-097","K1d","14:24",2019-07-23,"K1d",5.69,NA,"G5",-99.9,1.36,0.27,1.1,0.22,0.02,7.93,NA,0.02,NA,0,NA,NA,NA,-100,NA,0.04,0.44,0.17,2.83,0.59,0.13,0.004,NA,NA,18.12,0.002,0.009,0.03
"1114","DG-098","42_4d1","13:25",2019-07-30,"42_4_d1",6.29,NA,"G3",-99.9,4.17,0.63,1.44,0.52,0,12.92,NA,0.01,NA,0,NA,NA,NA,-100,NA,0.04,0.52,0.88,5.14,0.29,0.23,0.016,NA,NA,38.8,0.007,0.018,0.015
"1115","DG-099","42_4d2","12:53",2019-07-30,"42_4_d2",5.77,NA,"G3",-99.9,1.12,0.14,0.83,0.42,0.01,7.93,NA,0.02,NA,0,NA,NA,NA,-100,NA,0.04,0.44,0.53,3.94,0.35,0.18,0.013,NA,NA,17.21,0.002,0.015,0.001
"1116","DG-100","52_4d1","12:12",2019-07-30,"52_4_d1",6.69,NA,"G4",-99.9,4.11,1.61,2.32,0.9,0.09,11.66,NA,0.07,NA,0.07,NA,NA,NA,-100,NA,0.1,0.69,0.73,4.14,0.8,0.26,0.015,NA,NA,51,0.007,0.032,0.002
"1117","DG-101","52_4d2","11:46",2019-07-30,"52_4_d2",6.52,NA,"G3",-99.9,4.39,1.58,1.8,0.62,0.05,14.95,NA,0,NA,0.04,NA,NA,NA,-100,NA,0.07,0.47,0.58,4.61,0.33,0.17,0.003,NA,NA,49,0.016,0.03,0.012
"1118","DG-102","52_d2","9:52",2019-07-30,"52_d2",4.95,NA,"G2",-99.9,0.62,0.17,0.71,0.31,0.28,5.9,NA,0.03,NA,0.05,NA,NA,NA,-100,NA,0.04,0.46,0.56,4.36,3.29,0.23,0.006,NA,NA,16.66,0.001,0.008,0.018
"1119","DG-103","K1d","14:20",2019-07-30,"K1d",5.94,NA,"G5",-99.9,1.32,0.26,1.11,0.24,0.02,7.89,NA,0.02,NA,0,NA,NA,NA,-100,NA,0.04,0.51,0.18,2.59,0.64,0.13,0.013,NA,NA,18.35,0.001,0.008,0.013
"1120","DG-104","42_4d1","11:30",2019-09-06,"42_4_d1",5.06,NA,"G3",-99.9,0.18,0.06,0.54,0.17,0.250682503,3.39,NA,0.375,NA,0,NA,NA,NA,-100,NA,0.02,0.32,0.95,1.6,1.95,0.286922486,0.018,0.14,0.01,11.4,0.0015,0.001,0.064
"1121","DG-104","52_d2","10:05",2020-01-28,"52_d2",4.9,NA,"G2",-99.9,0.44,0.14,0.68,0.26,0.793056467,5.11,NA,0.023,NA,0.038,NA,NA,NA,-100,NA,0.02,0.54,1.13,3.57,4.21,0.383553675,0.019,NA,NA,16.63,0.002,0.006,0.014
"1122","DG-105","52_4d1","11:00",2020-01-28,"52_4_d1",6.85,NA,"G4",-99.9,5.31,1.92,4.47,0.9,0.279991948,12.9,NA,0.041,NA,0.153,NA,NA,NA,-100,NA,0.12,0.53,0.88,4.57,1.81,0.286627095,0.007,NA,NA,63,0.0088,0.039,0.007
"1123","DG-105","42_4d2","11:04",2020-07-01,"42_4_d2",5.7,NA,"G3",-99.9,1.18,0.15,0.9,0.61,0.016006097,6.85,NA,0.044,NA,0.003,NA,NA,NA,-100,NA,0.07,0.44,0.58,3.77,6.09,0.204651159,0.006,0.03,0.01,NA,0.0016,0.021,0.015
"1124","DG-106","52_4d2","10:44",2020-01-28,"52_4_d2",6.73,NA,"G3",-99.9,4.56,1.64,2.18,0.65,0.019807424,14.88,NA,0,NA,0.009,NA,NA,NA,-100,NA,0.07,0.49,0.47,4.76,0.34,0.130605677,0.003,NA,NA,46.2,0.0135,0.032,0.063
"1125","DG-106","42_4d1","11:32",2020-07-01,"42_4_d1",6.34,NA,"G3",-99.9,2.93,0.68,1.63,0.53,-0.003032535,12.6,NA,0.001,NA,-0.004,NA,NA,NA,-100,NA,0.06,0.52,0.86,5.18,0.76,0.234452731,0.014,0.03,0,30.3,0.0112,0.021,0.017
"1126","DG-107","42_4d1","12:47",2020-01-28,"42_4_d1",6.69,NA,"G3",-99.9,3.69,0.63,1.69,0.49,0.031460892,12.43,NA,0.002,NA,0.019,NA,NA,NA,-100,NA,0.04,0.49,0.83,5.01,0.44,0.202219048,0.009,NA,NA,35.2,0.0101,0.019,0.007
"1127","DG-107","52_4d1","12:40",2020-07-01,"52_4_d1",6.7,NA,"G4",-99.9,4.54,1.87,2.56,0.82,0.101380318,10.9,NA,0.004,NA,0.077,NA,NA,NA,-100,NA,0.12,0.72,0.69,4.2,0.98,0.217342323,0.018,0.06,0.01,48,0.0093,0.039,0.008
"1128","DG-108","42_4d2","12:55",2020-01-28,"42_4_d2",5.98,NA,"G3",-99.9,1.26,0.18,0.96,0.47,0.149239456,7.99,NA,0.025,NA,0.077,NA,NA,NA,-100,NA,0.08,0.47,0.54,3.97,0.28,0.141283249,0.005,NA,NA,15.72,0.0051,0.018,0.022
"1129","DG-108","52_4d2","13:08",2020-07-01,"52_4_d2",6.41,NA,"G3",-99.9,4.25,1.49,1.81,0.67,0.037081377,12.53,NA,0.001,NA,0.034,NA,NA,NA,-100,NA,0.06,0.44,0.39,4.12,0.36,0.08779047,0.006,0.02,0.01,40.8,0.0147,0.032,0.015
"1130","DG-109","K1d","12:29",2020-01-28,"K1d",5.76,NA,"G5",-99.9,1.03,0.23,0.89,0.14,0.038064514,5.85,NA,0.012,NA,0.001,NA,NA,NA,-100,NA,0.04,0.36,0.26,2.65,0.48,0.079896415,0.003,NA,NA,13.59,0.0018,0.009,0.014
"1131","DG-109","K1d","13:32",2020-07-01,"K1d",5.9,NA,"G5",-99.9,1.5,0.31,1.18,0.26,0.00112965,7.85,NA,0.008,NA,0.002,NA,NA,NA,-100,NA,0.04,0.5,0.31,2.93,0.51,0.110940512,0.008,0.03,-0.01,17.7,0.0025,0.013,0.081
"1132","DG-110","52_d2","9:55",2020-07-01,"52_d2",4.96,NA,"G2",-99.9,0.71,0.19,0.79,0.38,0.428993853,6.27,NA,0.04,NA,0.021,NA,NA,NA,-100,NA,0.04,0.53,1.23,4.47,3.27,0.389012976,0.015,0.29,0.04,18.1,0.0022,0.014,0.031
"1133","DG-41","52_d2","9:56",2020-08-05,"52_d2",4.93,NA,"G2",-99.9,0.8,0.23,1.27,0.68,0.31,6.6,NA,0.03,NA,0.07,NA,NA,NA,-100,NA,0.28,1.79,1.09,4.07,5.24,0.65,0.047,NA,NA,NA,0.004,0.01,0.03
"1134","DG-42","52_4d1","11:15",2020-08-05,"52_4_d1",6.67,NA,"G4",-99.9,5.35,2.26,2.64,1.07,0.17,11.94,NA,0.01,NA,0.12,NA,NA,NA,-100,NA,0.13,0.68,0.58,4.62,1.04,0.21,0.021,NA,NA,NA,0.008,0.05,0.05
"1135","DG-43","52_4d2","11:41",2020-08-05,"52_4_d2",6.38,NA,"G3",-99.9,4.79,1.88,2.02,0.99,0.81,18.44,NA,0.01,NA,0.65,NA,NA,NA,-100,NA,0.08,0.46,0.41,4.86,0.41,0.1,0.012,NA,NA,NA,0.025,0.03,0.04
"1136","DG-44","42_4d1","13:25",2020-08-05,"42_4_d1",6.25,NA,"G3",-99.9,2.7,0.69,2.02,0.84,0.04,12.72,NA,0,NA,0.03,NA,NA,NA,-100,NA,0.06,1.11,1.04,5.46,1.17,0.46,0.066,NA,NA,NA,0.016,0.02,0.04
"1137","DG-45","42_4d2","13:55",2020-08-05,"42_4_d2",5.71,NA,"G3",-99.9,1.31,0.21,1.12,0.8,0.18,8.46,NA,0.05,NA,0.13,NA,NA,NA,-100,NA,0.08,0.92,0.89,4.51,0.97,0.38,0.08,NA,NA,NA,0.007,0.02,0.02
"1138","SG-001","42_2s","14:36",2019-06-06,"42_2_s1",4.54,NA,"G1",-99.9,0.17,0.06,0.36,0.09,0.6,2.28,NA,0.07,NA,0.27,NA,NA,NA,-100,NA,0.02,0.23,0.04,0.67,13.78,0.3,0.011,0.41,0.16,15.12,0.017,0.002,0.013
"1139","SG-002","42_3s","14:06",2019-06-06,"42_3_s1",4.76,NA,"G2",-99.9,0.14,0.06,0.38,0.1,0.45,2.15,NA,0.08,NA,0.09,NA,NA,NA,-100,NA,0.02,0.33,0.31,1.09,7.73,0.27,0.013,0.3,0.08,11.32,0.025,0.002,0.006
"1140","SG-003","42_4s","14:50",2019-06-06,"42_4_s1",5.2,NA,"G3",-99.9,0.39,0.08,0.69,0.15,0.09,3.21,NA,0.03,NA,0,NA,NA,NA,-100,NA,0.02,0.51,0.17,2.39,1.07,0.11,0.008,0.06,0.01,10.26,0.001,0.004,0.011
"1141","SG-006","52_2s","12:25",2019-06-06,"52_2_s1",4.77,NA,"G1",-99.9,0.17,0.06,0.36,0.07,0.48,2.18,NA,0.03,NA,0.08,NA,NA,NA,-100,NA,0.01,0.27,0.01,1.03,7.3,0.21,0.012,0.31,0.09,10.46,0.001,0.002,0.001
"1142","SG-007","52_3s","12:14",2019-06-06,"52_3_s1",4.76,NA,"G2",-99.9,0.19,0.07,0.39,0.05,0.43,2.23,NA,0.02,NA,0.08,NA,NA,NA,-100,NA,0.02,0.29,0.03,1.18,7.07,0.22,0.018,0.29,0.08,10.31,0.002,0.002,0
"1143","SG-008","52_4s","11:57",2019-06-06,"52_4_s1",4.88,NA,"G5",-99.9,0.22,0.07,0.48,0.13,0.34,2.73,NA,0.01,NA,0.03,NA,NA,NA,-100,NA,0.02,0.27,0.22,1.62,3.73,0.17,0.007,0.22,0.04,10.78,0.001,0.003,0.012
"1144","SG-011","86_3s","8:50",2019-06-06,"86_3_s1",4.87,NA,"G2",-99.9,0.53,0.17,0.6,0.17,0.64,4.1,NA,0.01,NA,0.04,NA,NA,NA,-100,NA,0.02,0.53,0.43,1.88,7.39,0.27,0.013,0.36,0.09,12.28,0.001,0.006,0.007
"1145","SG-012","86_4s","8:45",2019-06-06,"86_4_s1",5.37,NA,"G3",-99.9,0.21,0.04,1.45,0.3,0.42,4.94,NA,0.05,NA,0.19,NA,NA,NA,-100,NA,0.06,0.63,0,1.83,5.63,0.19,0.01,0.15,0.05,11.22,0.001,0.004,0.045
"1146","SG-014","N1","13:12",2019-06-06,"N1",4.39,NA,"G1",-99.9,0.16,0.1,0.36,0.4,0.82,3.74,NA,0.08,NA,0.39,NA,NA,NA,-100,NA,0.03,0.25,0.04,0.62,20.6,0.5,0.025,0.52,0.22,19.42,0.086,0.003,0.056
"1147","SG-016","A7","8:00",2019-06-06,"A7",5.02,NA,"G3",-99.9,0.27,0.07,0.66,0.1,0.44,4.72,NA,0.01,NA,0.04,NA,NA,NA,-100,NA,0.02,0.5,0.27,2.2,3.74,0.22,0.013,0.25,0.04,11.48,0.001,0.005,0.006
"1148","SG-017","D1","10:12",2019-06-06,"D1",5,NA,"G5",-99.9,0.3,0.1,0.65,0.06,0.3,4.8,NA,0,NA,0.03,NA,NA,NA,-100,NA,0.03,0.33,0,2.11,3.58,0.11,0.008,0.18,0.04,11.26,0.001,0.006,0.001
"1149","SG-018","E4D","9:49",2019-06-06,NA,4.64,NA,"1",-99.9,0.23,0.11,0.44,0.11,0.65,3.01,NA,0.01,NA,0.09,NA,NA,NA,-100,NA,0.02,0.28,0.18,1.23,10.42,0.26,0.008,0.39,0.13,13.69,0.001,0.004,0
"1150","SG-019","E4B","10:05",2019-06-06,NA,4.72,NA,"1",-99.9,0.25,0.11,0.45,0.11,0.61,3.1,NA,0.01,NA,0.07,NA,NA,NA,-100,NA,0.01,0.3,0.14,1.27,9.55,0.28,0.025,0.38,0.12,12.41,0.001,0.005,-0.001
"1151","SG-020","PB25","11:05",2019-06-06,NA,4.94,NA,"1",-99.9,0.22,0.07,0.43,0.06,0.31,2.83,NA,0.02,NA,0.01,NA,NA,NA,-100,NA,0.01,0.29,0.12,1.47,4.01,0.14,0.008,0.19,0.04,9.84,0.002,0.004,0.001
"1152","SG-021","PB26","11:10",2019-06-06,NA,4.81,NA,"1",-99.9,0.2,0.06,0.47,0.09,0.29,2.65,NA,0.02,NA,0.02,NA,NA,NA,-100,NA,0.01,0.29,0.22,1.39,4.4,0.2,0.011,0.19,0.04,10.69,0.001,0.004,0.009
"1153","SG-022","PB27","11:18",2019-06-06,NA,4.71,NA,"1",-99.9,0.15,0.06,0.39,0.06,0.41,2.54,NA,0.02,NA,0.04,NA,NA,NA,-100,NA,0.01,0.26,0.16,1.22,5.86,0.2,0.01,0.28,0.07,11.2,0.002,0.004,0.002
"1154","SG-023","PB28","12:08",2019-06-06,NA,4.6,NA,"1",-99.9,0.11,0.05,0.36,0.04,0.46,2.2,NA,0.02,NA,0.08,NA,NA,NA,-100,NA,0.02,0.21,0.01,0.98,8.34,0.21,0.014,0.31,0.1,13.06,0.002,0.003,0
"1155","SG-024","S24","15:20",2019-06-06,NA,5.53,NA,"1",-99.9,0.42,0.11,0.75,0.12,0.08,4.95,NA,0.01,NA,0,NA,NA,NA,-100,NA,0.02,0.46,0.02,2.07,1.77,0.08,0.018,0.04,0.01,8.97,0.002,0.005,0.001
"1156","SG-025","W4C","15:22",2019-06-06,NA,5.51,NA,"1",-99.9,0.42,0.11,0.63,0.07,0.1,4.47,NA,0.01,NA,0,NA,NA,NA,-100,NA,0.02,0.42,0.06,2.18,1.31,0.09,0,0.05,0.01,9.02,0.001,0.006,0.003
"1157","SG-028","42_2s","15:53",2019-06-11,"42_2_s1",4.43,NA,"G1",-99.9,0.17,0.06,0.44,0.11,0.57,2.19,NA,0.08,NA,0.28,NA,NA,NA,-100,NA,0.03,0.37,0.02,0.61,14.43,0.36,0.012,0.4,0.16,16.71,0.018,0.004,0.024
"1158","SG-029","42_3s","16:10",2019-06-11,"42_3_s1",4.67,NA,"G2",-99.9,0.16,0.06,0.36,0.1,0.5,2.02,NA,0.09,NA,0.1,NA,NA,NA,-100,NA,0.02,0.44,0.3,1.01,8.35,0.3,0.008,0.32,0.09,12.74,0.028,0.003,0.011
"1159","SG-030","42_4s","17:00",2019-06-11,"42_4_s1",5.17,NA,"G3",-99.9,0.35,0.07,0.58,0.14,0.11,2.96,NA,0.03,NA,0,NA,NA,NA,-100,NA,0.02,0.39,0.11,2.15,1.1,0.08,0.001,0.06,0.01,9.83,0,0.005,0.036
"1160","SG-033","52_2s","15:37",2019-06-11,"52_2_s1",4.78,NA,"G1",-99.9,0.24,0.07,0.42,0.1,0.41,1.9,NA,0.04,NA,0.07,NA,NA,NA,-100,NA,0.02,0.34,0.04,0.99,7.76,0.22,0.014,0.27,0.09,10.67,0.002,0.004,0.015
"1161","SG-034","52_3s","15:31",2019-06-11,"52_3_s1",4.65,NA,"G2",-99.9,0.12,0.05,0.4,0.06,0.42,1.98,NA,0.02,NA,0.08,NA,NA,NA,-100,NA,0.02,0.34,0.05,1.17,7.55,0.21,0.008,0.29,0.09,12.53,0.001,0.003,0
"1162","SG-035","52_4s","15:18",2019-06-11,"52_4_s1",4.87,NA,"G5",-99.9,0.2,0.07,0.41,0.1,0.41,2.66,NA,0.01,NA,0.02,NA,NA,NA,-100,NA,0.01,0.34,0.27,1.52,4.1,0.2,0.003,0.26,0.05,11.05,0.001,0.004,0.004
"1163","SG-038","86_3s","12:59",2019-06-11,"86_3_s1",4.81,NA,"G2",-99.9,0.46,0.15,0.65,0.16,0.75,3.93,NA,0.01,NA,0.08,NA,NA,NA,-100,NA,0.02,0.46,0.95,1.79,7.52,0.4,0.015,0.4,0.1,13.07,0.001,0.006,0.005
"1164","SG-039","86_4s","12:49",2019-06-11,"86_4_s1",5.02,NA,"G3",-99.9,0.4,0.08,0.69,0.2,0.35,4.79,NA,0.01,NA,0.02,NA,NA,NA,-100,NA,0.04,0.43,0.36,1.96,4.57,0.21,0.006,0.22,0.05,11.17,0,0.005,0.058
"1165","SG-041","PB25","15:07",2019-06-11,NA,4.9,NA,"1",-99.9,0.23,0.07,0.43,0.07,0.37,2.61,NA,0.02,NA,0.01,NA,NA,NA,-100,NA,0.01,0.33,0.26,1.37,4.16,0.2,0.011,0.25,0.05,10.07,0.001,0.004,0.01
"1166","SG-042","PB27","15:03",2019-06-11,NA,4.69,NA,"1",-99.9,0.16,0.06,0.38,0.07,0.44,2.32,NA,0.02,NA,0.04,NA,NA,NA,-100,NA,0.01,0.32,0.19,1.23,6.15,0.24,0.012,0.31,0.07,12.22,0.001,0.004,0.004
"1167","SG-043","PB28","14:57",2019-06-11,NA,4.55,NA,"1",-99.9,0.1,0.05,0.35,0.03,0.46,1.95,NA,0.02,NA,0.08,NA,NA,NA,-100,NA,0.01,0.32,0.04,1.07,8.64,0.24,0.007,0.32,0.1,13.97,0.001,0.003,-0.002
"1168","SG-044","S24","17:08",2019-06-11,NA,5.47,NA,"1",-99.9,0.4,0.11,0.8,0.08,0.08,4.82,NA,0.01,NA,0,NA,NA,NA,-100,NA,0.02,0.46,0.02,1.97,1.58,0.05,0.003,0.04,0.01,8.94,0,0.005,0.038
"1169","SG-045","W4C","17:10",2019-06-11,NA,5.54,NA,"1",-99.9,0.44,0.11,0.62,0.07,0.09,4.33,NA,0.01,NA,0,NA,NA,NA,-100,NA,0.02,0.43,0.07,2.07,1.46,0.07,0.003,0.05,0.01,8.73,0,0.006,0.001
"1170","SG-048","52_3s","12:31",2019-06-18,"52_3_s1",4.69,NA,"G2",-99.9,0.14,0.06,0.46,0.06,0.42,2.25,NA,0.02,NA,0.14,NA,NA,NA,-100,NA,0.02,0.37,0.05,1.16,6.88,0.22,0.015,0.28,0.08,12.25,0.003,0,0
"1171","SG-049","52_4s","12:00",2019-06-18,"52_4_s1",4.89,NA,"G5",-99.9,0.28,0.09,0.58,0.17,0.35,2.89,NA,0.02,NA,0.03,NA,NA,NA,-100,NA,0.03,0.56,0.13,1.85,4.02,0.16,0.009,0.19,0.04,11.41,0.001,0,0.01
"1172","SG-050","A7","9:45",2019-06-18,"A7",4.96,NA,"G3",-99.9,0.29,0.07,0.62,0.06,0.42,5.07,NA,0.01,NA,0.02,NA,NA,NA,-100,NA,0.03,0.37,0.22,2.64,3.03,0.11,0.013,0.25,0.03,11.54,0.001,0,0
